Full Name,Email,Date of Birth,Salary,Department,Start Date,Is Active,Employee ID,Review Scores,Notes
Tammie Brown,michael24@example.com,5/19/1969,39817.07,Finance,12/25/1970,TRUE,1086,"[4.8, 4.7, 1.8, 2.3, 1.3]",Will tree drug still argue case while.
Jamie Johnson,swatson@example.org,9/2/2004,,Sales,5/2/2006,FALSE,1032,"[1.4, 2.0, 2.4]",
Karen Wheeler,anthonydiaz@example.org,3/31/1976,125293.33,HR,1/28/1952,FALSE,1097,"[3.5, 3.3]",
Keith Cervantes,kathyharrison@example.org,6/19/1995,34001.24,Marketing,4/15/1995,TRUE,1093,"[1.2, 3.4, 2.7, 1.4, 1.2]",
Elizabeth Jenkins,scott04@example.org,3/7/1970,78201.97,Finance,6/24/1954,TRUE,1076,"[1.0, 2.5, 4.2, 4.5, 3.5, 2.4]",Thing allow seem me.
Ronnie Frazier,qspencer@example.net,9/22/1993,84489.21,Marketing,2/5/1970,TRUE,1021,"[1.0, 3.9]",Remember interest church win miss.
Beth Lewis,robinsonisaiah@example.net,8/19/1997,138524.4,Engineering,10/13/1971,FALSE,1045,"[2.9, 3.5, 1.7, 1.6, 1.2]",Success staff life finish politics still close sound.
Chloe Rodriguez,coxkimberly@example.com,6/25/1961,91575.09,Support,3/4/1948,FALSE,1074,"[4.1, 1.6, 2.2, 2.4, 2.5, 1.0]",Executive must assume others series.
Juan Little,allenchristopher@example.net,1/3/1998,36878.12,Finance,8/26/1975,TRUE,1054,"[1.8, 1.8, 4.6, 4.1]",Nor so animal.
Tony Smith,karen68@example.org,12/21/1980,113373.79,Sales,10/22/1956,FALSE,1074,"[4.9, 3.5, 2.7, 1.6, 2.8, 4.2]",
Molly Dickson,riverapeggy@example.net,6/12/1966,30443.65,Engineering,11/9/1958,FALSE,1079,"[2.0, 3.9, 4.8]",Space change onto him only system face.
Joel Mcclure,cisnerosjesse@example.org,12/11/2005,54637.96,Engineering,5/19/2008,FALSE,1001,"[2.4, 3.2]",Shoulder claim white might.
Marisa Conrad,seth25@example.com,2/3/1984,105760.15,Marketing,11/10/1984,TRUE,1025,"[2.1, 1.9, 2.0]",Task issue three similar hold decade particular avoid.
Mark Jimenez,thomasmonica@example.net,7/3/1965,59515.71,Engineering,4/12/1967,TRUE,1033,"[1.1, 3.7]",Behind finish value claim evidence guy become.
Raymond Scott,wgood@example.com,10/29/2003,43316.28,Engineering,11/17/1992,FALSE,1030,"[4.2, 3.6, 4.8, 4.9]",Vote will major guy.
Jason Harvey,scotthunt@example.net,11/30/1980,135406.54,HR,5/4/1978,TRUE,1016,"[1.8, 2.5, 2.5]",Base including late theory yard amount.
Amy Gibbs,mooredaniel@example.com,5/4/1970,59345.96,HR,6/11/1945,TRUE,1068,"[4.2, 2.3, 1.2, 4.2]",Human authority hold left behavior letter politics.
Julie Miller,lowerysandra@example.com,2/22/1973,146206.12,Sales,7/1/1966,TRUE,1100,"[4.2, 3.5, 1.7, 2.6, 4.5]",Forget fish you main reduce live.
Andrew Moore,nthomas@example.com,3/28/1998,92267.08,Engineering,7/17/1986,FALSE,1067,"[3.9, 3.0, 2.1, 2.6, 4.7]",Write similar artist.
Rachel Irwin,brianparrish@example.net,5/8/1988,,Engineering,12/26/1981,FALSE,1030,"[1.9, 2.7, 2.5, 1.6, 4.4]",Edge compare center event bank.
Jocelyn Barnes,elizabethgreen@example.org,11/11/1965,120194.73,Marketing,8/30/1948,FALSE,1029,"[1.2, 3.0, 2.3, 2.8, 2.7, 2.5]",Garden send clearly glass industry little.
Caitlyn Horton,rita96@example.org,9/28/1997,32966.18,Sales,12/29/1989,FALSE,1082,"[2.4, 1.3]",Cup reveal official certain professional statement same stay.
Alexis Mosley,victorstewart@example.net,3/24/1987,107238.53,Marketing,10/1/1979,TRUE,1015,"[2.4, 3.2]",Minute about late strategy call.
Wayne Davis,julielopez@example.net,9/25/1996,60002.84,Support,3/1/1987,TRUE,1090,"[5.0, 5.0, 4.0, 4.0, 4.6, 1.0]",Over democratic decide course.
Tina Wood,allen48@example.org,2/28/2007,123975.39,Sales,9/13/1991,TRUE,1060,"[5.0, 4.8, 4.5, 1.9, 3.9, 1.8]",Power lay improve goal my mission share.
Christopher Patterson,angelamartin@example.com,7/15/1985,96313.83,Sales,7/31/1967,FALSE,1100,"[4.4, 2.7, 4.8, 2.7]",Suddenly read join exist per.
Shannon Cowan,davisallen@example.com,8/17/1966,33612.49,Engineering,6/18/1943,TRUE,1039,"[3.0, 3.6]",Seek perhaps name plant me south property.
Christy Frank,ewilson@example.org,6/7/1983,81086.32,Sales,1/20/1962,FALSE,1041,"[1.1, 4.1, 4.7, 1.6, 4.8, 2.3]",Include star region scientist account hear difference.
Shawn Baker,anunez@example.com,10/18/1961,102940.47,Sales,6/7/1947,TRUE,1050,"[3.1, 1.8]",Ago so subject.
Natalie Stewart,susanhaney@example.org,5/22/1997,84184.24,Marketing,12/12/1995,TRUE,1013,"[1.7, 4.3, 3.4, 1.1, 1.8, 4.6]",Cover popular stock soon official can.
Vanessa Thompson,zachary63@example.org,3/2/1968,64932.66,Finance,10/8/1967,FALSE,1007,"[3.1, 1.7, 4.4, 2.6]",Brother officer hot several true study city.
Brandon Johnson,fullerbrittney@example.org,8/19/2001,94374.36,Sales,4/15/2001,FALSE,1026,"[4.5, 2.2, 4.3]",Turn bad him score candidate law place.
David Hurst,sabrinacollins@example.net,6/7/2004,99010.97,Marketing,10/26/1980,TRUE,1064,"[2.1, 1.0, 1.6, 1.3, 2.6]",Ever various physical.
Lauren Garcia,hho@example.org,3/23/1969,139236.3,Sales,4/28/1951,FALSE,1027,"[3.9, 2.2]",Energy Congress back suddenly tree.
Brian Pope,ojones@example.org,11/18/1973,114037.98,Support,4/12/1963,FALSE,1078,"[2.7, 1.7, 3.5]",Heart finish traditional speak conference act.
Keith Obrien,wilsonmatthew@example.com,7/2/1992,109089.6,Support,9/25/1969,TRUE,1050,"[2.0, 4.5]",Outside above miss effort business paper movie military.
Cindy Diaz,anthonytaylor@example.org,8/20/2006,65026.75,HR,8/18/1999,FALSE,1052,"[1.5, 2.5, 4.0, 3.0, 4.1, 2.6]",Environment loss well give.
Elizabeth Mcgee,zgraham@example.org,8/4/1976,35356.22,HR,1/18/1976,FALSE,1048,"[4.0, 4.4, 2.6, 1.0]",Cup suffer response which.
Ricky Matthews,lauramckay@example.com,1/25/1989,69253.24,Support,12/25/1970,FALSE,1059,"[1.3, 3.6]",Interest section staff performance parent investment note.
Mark Brown,pamelarubio@example.com,7/5/1999,86494.53,Marketing,1/4/1995,TRUE,1002,"[1.4, 2.2, 3.1, 2.6, 1.3, 4.1]",Fall step population whole good air.
Frank Gibbs,john35@example.com,6/10/1969,72970.44,Engineering,8/20/1970,TRUE,1056,"[4.3, 4.2]",Business five action forget let somebody.
Kristina Cruz,ggates@example.org,12/9/2000,137641.19,Sales,11/6/1989,FALSE,1006,"[1.0, 4.1, 4.1, 4.7, 2.5, 2.0]",
Rhonda Powers,bfleming@example.com,5/10/1981,148714.87,Marketing,6/23/1975,TRUE,1028,"[4.2, 4.3]",Culture sort material wrong instead.
Christopher Murphy,byoung@example.com,10/14/1960,79881.6,HR,11/7/1948,FALSE,1071,"[3.5, 4.7, 2.6]",Write treatment expect success idea time truth.
Matthew Jones,gallegosrobert@example.com,4/7/1978,42706.24,Marketing,3/20/1973,TRUE,1051,"[1.0, 1.9, 1.9, 3.6]",Send hundred news finish partner hotel.
Jordan Allison,cameronsharon@example.org,7/25/1961,35272.67,Engineering,11/11/1945,FALSE,1098,"[3.0, 5.0, 3.9, 4.2, 4.7, 3.3]",Answer action black follow reach.
Christopher Lee,lisa80@example.net,2/22/1963,68922.51,Support,6/14/1948,TRUE,1042,"[3.5, 4.5, 2.3]",Third amount answer fight enough.
Rebecca Gray,sarasilva@example.org,3/1/1968,70212.63,Finance,8/29/1944,FALSE,1048,"[3.6, 1.9, 3.3, 5.0, 1.9, 3.5]",Technology send thousand whole including land.
Joseph Lane,ubray@example.net,6/2/1992,118549.59,Engineering,5/11/1967,TRUE,1007,"[2.5, 2.2, 1.6]",Begin she represent good structure.
Matthew Foley,jonestroy@example.org,6/19/1960,,Support,5/18/1936,FALSE,1094,"[1.5, 2.3, 4.1, 1.2]",Life his maintain future sport.
Kayla Edwards,jeanette28@example.org,6/3/1968,127525.26,HR,11/20/1960,FALSE,1043,"[1.8, 1.2, 4.7]",True history laugh per data.
Barry Henderson,stephanie91@example.org,12/10/1990,113553.37,Engineering,5/28/1966,FALSE,1066,"[1.7, 3.5, 1.3, 3.0]",Seat drive thus cost.
Matthew Chavez,david81@example.com,12/7/1988,149041.51,Engineering,1/15/1986,TRUE,1022,"[3.2, 4.2, 1.8, 3.0, 2.7, 2.9]",Character maybe meet apply evening.
Matthew Dennis,mlee@example.com,8/5/1971,80882.01,Finance,3/1/1963,FALSE,1036,"[2.8, 3.5, 2.1, 4.1, 1.3, 4.9]",Every parent million body anyone eat book boy.
Laura Allen,hillnicole@example.net,2/7/1987,82965.13,Finance,7/4/1962,FALSE,1097,"[4.3, 4.2, 1.1]",Hotel detail station reality manager commercial.
Mark Mccarthy,brenda63@example.org,3/29/2007,121063,Marketing,4/13/1983,TRUE,1070,"[2.0, 2.9, 2.8]",Live figure trade draw fire attorney cost tonight.
Adam Wells,andrew41@example.org,10/16/2005,38632.76,Engineering,6/25/1987,TRUE,1019,"[1.0, 4.4, 3.9]",Order wide on.
David Rodriguez PhD,mary88@example.org,7/19/1969,79898.42,Sales,7/20/1955,FALSE,1062,"[3.6, 3.4, 2.6, 1.2]",Beyond sound friend make.
Joshua Alvarado,michael05@example.com,4/14/1982,97873.03,Engineering,6/14/1965,FALSE,1098,"[3.0, 3.0, 3.8, 3.8]",Simple tax total other both rate rock.
William Chase,michaeljohnson@example.net,12/3/2006,118279.7,Engineering,3/25/1988,TRUE,1046,"[3.8, 3.6]",Grow season create western police whole.
Meghan Nolan,harcher@example.org,8/17/1977,111727.98,Marketing,4/8/1969,TRUE,1001,"[4.1, 3.6]",Thousand hospital individual yes finally American.
Gwendolyn Salazar,kpope@example.com,3/14/1979,100339.25,HR,9/5/1958,TRUE,1054,"[4.3, 2.0, 2.2]",Wide material rate letter.
Vincent Hanson,kevinroberts@example.com,8/19/1960,75934.63,Marketing,11/28/1944,TRUE,1013,"[4.1, 2.4, 1.6, 4.0, 4.7, 2.6]",American executive or apply figure involve produce.
David Bell,kristen88@example.org,6/4/1965,127966.73,HR,10/26/1963,TRUE,1099,"[3.1, 3.6, 3.9, 1.7, 2.5]",Central run it truth fact.
Timothy Wright,ghenderson@example.com,2/15/1980,51838.12,HR,8/25/1962,TRUE,1023,"[1.2, 1.7, 4.0]",Financial nor quickly follow official raise current career.
Elizabeth Miller,ygardner@example.com,2/9/1966,79055.09,Support,11/2/1940,TRUE,1081,"[1.3, 1.3, 1.5]",
Jeremy Edwards,taylor67@example.com,6/29/1987,,Engineering,10/17/1968,FALSE,1089,"[1.0, 2.1]",Agree next whatever inside sense past few.
Jose Martinez,brian62@example.com,3/3/2005,124704.86,HR,7/26/2003,TRUE,1066,"[2.5, 3.1]",Leg several military.
Angela Nelson,cookconnor@example.com,1/19/1998,88311.14,Marketing,9/5/1973,FALSE,1043,"[3.7, 2.4, 2.3, 2.0]",Real ten building once memory response reduce.
Kristina Coffey,jeffreylowe@example.org,1/18/1980,103297.09,Marketing,12/22/1967,TRUE,1000,"[4.5, 2.6, 4.3, 4.7, 1.1]",Financial writer according machine reach boy a page.
Brent Harris,gjohnson@example.com,2/28/1986,144127.43,Engineering,5/16/1972,FALSE,1079,"[3.1, 3.6, 1.0, 3.6, 4.8]",Unit feel low contain.
Ryan Green,nvillarreal@example.org,12/29/1988,134812.14,Support,2/17/1977,FALSE,1029,"[2.9, 4.0, 4.2, 2.4, 4.8, 4.8]",Player continue stand price.
Patrick Payne,scastillo@example.net,5/19/1966,113939.97,HR,11/9/1951,FALSE,1077,"[3.8, 4.5, 4.5]",Manage property hospital recently blue indicate interesting agreement.
Justin Smith,austin97@example.org,9/17/1983,33809.49,Sales,7/18/1982,FALSE,1086,"[4.9, 2.9, 4.6, 4.8, 2.9, 3.2]",Life rich everybody word.
Scott Gordon,rachel86@example.net,11/5/1963,143305.19,Support,7/28/1962,TRUE,1055,"[1.6, 4.7]",Pretty goal rest fund.
Rachel Ramirez,sandra17@example.com,9/4/1991,56445.12,Marketing,7/17/1964,FALSE,1085,"[3.7, 4.7]",Probably office until simple moment can food western.
Luis Powell,johnsonjessica@example.org,2/21/1966,125464.86,Marketing,11/4/1958,TRUE,1082,"[2.5, 3.9, 3.9, 2.5]",Material quickly food discuss.
Sylvia Flynn,yodergordon@example.com,2/27/1988,132736.92,Engineering,11/13/1980,FALSE,1014,"[1.4, 1.4, 4.0, 4.7]",Artist economy also seek.
James Welch,mcleanmanuel@example.net,2/28/1990,74128.44,Marketing,11/5/1975,TRUE,1039,"[3.4, 1.8]",Card PM news cultural make quickly.
Patrick Hamilton,christopherjohnson@example.net,2/13/1966,122553.71,Support,3/12/1963,TRUE,1013,"[1.0, 4.4, 2.3, 4.3, 2.2]",Almost cell accept similar nothing.
Gina Fleming,nlee@example.net,10/23/1991,47691.04,Marketing,1/3/1988,TRUE,1076,"[2.2, 5.0, 1.5, 5.0]",Goal peace next case attack into heavy.
Blake Patton,craig73@example.org,7/3/2000,129442.48,Sales,3/3/1990,FALSE,1007,"[1.6, 3.9, 4.4, 4.7]",Former difference wait two edge reflect attack.
Tracy Jones,melissafrederick@example.net,10/26/1980,140778.94,Engineering,9/9/1961,FALSE,1038,"[5.0, 3.2, 2.3]",Peace national through old view world.
Amanda Fisher,matthewhubbard@example.org,6/21/1973,120925.7,Sales,12/27/1972,FALSE,1036,"[3.8, 3.2, 1.4]",Stage form serious treatment artist management south.
Lisa Conley,reedchad@example.com,4/11/2000,133902.65,HR,5/18/1989,FALSE,1058,"[3.3, 2.8, 2.9]",Upon thought long can rich bit market different.
John Harrington,wrightamy@example.com,12/4/1995,126523.01,Engineering,6/14/1969,TRUE,1046,"[1.4, 4.1, 4.4, 2.5, 4.9, 3.7]",Team radio scene need appear she receive involve.
Chad Kim,michael56@example.org,10/12/1975,72670.06,Sales,6/17/1970,TRUE,1015,"[3.6, 3.4, 4.9, 3.5, 2.6, 1.1]",Begin act including sell space.
Amber Pham,vchandler@example.org,6/1/1989,112558.09,Engineering,11/15/1962,FALSE,1099,"[4.1, 4.5]",Executive fire own three.
Mrs. Jennifer Sandoval DDS,wrightamy@example.com,7/26/2007,108383.46,Marketing,10/13/2009,TRUE,1014,"[1.5, 3.6]",Today teach kitchen few happen necessary.
Dana Orozco,heidi81@example.org,2/28/1983,100422.06,Finance,5/22/1964,FALSE,1088,"[4.2, 1.7]",Relationship perform evidence data case wish.
Patrick Clark,jenny20@example.org,2/4/2007,82038.78,Finance,3/20/2004,TRUE,1041,"[3.9, 4.4]",Practice law box material almost everyone.
Ronald Miller,melissa67@example.org,8/10/1985,114089.03,Sales,5/28/1963,FALSE,1008,"[4.3, 3.2, 4.3, 3.6, 4.0, 1.8]",Know difference here process mouth produce.
Phillip Pineda,sandra49@example.org,6/7/1961,133440.41,Support,2/6/1956,TRUE,1071,"[4.2, 1.5, 1.5, 1.8, 1.6]",Rise perform tend site up sell.
Kristen Farley,michele87@example.com,7/16/1998,34200.63,HR,7/29/1978,FALSE,1046,"[1.7, 4.9, 3.6, 2.0, 1.2, 4.8]",Shoulder employee whether level yeah draw traditional.
Michael Hill,kelseyphillips@example.net,6/4/1986,94092.29,Engineering,4/12/1963,FALSE,1088,"[3.1, 4.9, 2.4, 3.2]",Past gun process.
Rhonda Franklin,parkerdonna@example.com,9/27/1971,128371.6,Engineering,10/30/1972,TRUE,1018,"[4.4, 1.9, 1.5, 3.2]",Leg key letter whole lose such.
Anthony Mcmillan,penny85@example.org,7/18/1989,117492.53,Sales,12/12/1988,FALSE,1033,"[3.6, 1.7, 2.8, 4.8, 3.7]",Election skill employee manager.
Christopher Pitts,halldiamond@example.org,2/23/2006,54451.55,Support,10/20/1996,TRUE,1091,"[3.3, 3.6, 3.0, 1.7]",Team oil among response article research else.
Michael Mathews,amber09@example.org,5/16/1983,124534.09,Sales,12/12/1984,TRUE,1009,"[1.5, 1.4, 3.2, 1.3]",Back kitchen memory down.
Jacob Carson,bjones@example.com,4/23/1969,70022.08,Marketing,6/26/1965,TRUE,1067,"[1.4, 4.9]",Force small friend.
Matthew Ruiz,christy25@example.org,5/14/1979,123928.03,HR,3/22/1974,FALSE,1075,"[1.4, 2.4, 3.3, 2.1, 2.1]",
Susan Johnson,lindseydixon@example.net,2/25/1994,,Marketing,6/2/1979,TRUE,1044,"[3.2, 4.5, 2.6, 3.4, 2.0, 3.7]",Require vote her old price change several power.
Tina Gay,hryan@example.net,1/27/1963,47120.42,Finance,10/26/1953,TRUE,1092,"[3.8, 2.0, 3.4, 3.8]",Line modern kid especially structure fall during during.
Heidi Bryant,steelesean@example.com,3/13/1984,125816.27,Finance,1/26/1974,FALSE,1054,"[4.8, 4.5, 4.3, 2.2, 4.4, 4.8]",Goal measure trip president.
Joann Barnes,sarasanchez@example.com,6/11/2005,40816.87,HR,9/28/2004,TRUE,1011,"[3.3, 1.3, 2.1]",Program painting somebody game brother impact measure chance.
Stanley Gonzalez Jr.,hsmith@example.com,6/30/1977,31283.36,Sales,6/1/1957,TRUE,1061,"[3.1, 5.0, 4.6, 3.8, 2.6]",Represent like big thank street agency cold.
Jose Moreno,wstrong@example.org,12/13/1986,119510.07,Support,8/17/1970,FALSE,1031,"[3.7, 1.2, 2.8, 1.7, 4.7, 4.1]",Drop fall front station from participant blue.
Angela Mccall,olozano@example.com,3/22/1989,74046.11,Engineering,12/1/1968,FALSE,1006,"[3.0, 1.7, 4.9, 2.4, 3.7]",Serious record safe rich operation.
Katrina Hernandez,watkinsmitchell@example.net,6/8/1990,132936.74,Marketing,10/3/1979,FALSE,1037,"[1.9, 4.0, 3.3, 1.9]",Fly computer reveal evidence significant discussion.
Anthony Holmes MD,ymitchell@example.com,9/18/1971,107156.84,HR,9/6/1953,FALSE,1007,"[1.0, 2.8, 2.2, 1.4]",Among war think room.
Donald Hobbs,cory42@example.org,2/28/1979,78248.17,HR,5/9/1977,FALSE,1062,"[1.3, 3.1, 1.6]",Main difference college voice else.
Ashley Hall,donald38@example.net,1/23/1971,48675.65,Support,7/31/1962,TRUE,1060,"[2.5, 2.5, 4.6, 3.1, 2.1]",Out always three.
Chloe Freeman,woodjuan@example.net,8/5/1988,82722.8,Engineering,6/20/1975,FALSE,1000,"[4.5, 3.8, 1.4, 2.1]",Minute store far body relationship suddenly.
Jeffrey Baker,victoriadennis@example.org,8/23/1983,69745.62,HR,3/11/1979,TRUE,1061,"[1.5, 3.0, 3.0, 3.7]",Season develop avoid church.
Jesse Moss,mannleroy@example.org,1/23/1989,123640.5,Sales,4/16/1969,FALSE,1016,"[4.8, 4.2]",Usually some fish success.
Sherry Johnson,sanchezbrenda@example.org,5/24/2005,31637.87,Support,7/11/1997,TRUE,1086,"[2.7, 3.4, 1.0, 2.9]",Enter charge sport safe executive.
Shawn Tapia,aaronjones@example.net,3/1/2001,81474.23,Finance,1/23/1997,TRUE,1031,"[4.1, 4.5, 5.0, 2.0]",Report although read party piece.
Gregory Moreno,nataliepittman@example.com,1/10/2005,114775.31,HR,3/26/1985,TRUE,1024,"[3.5, 1.6, 1.5, 2.6, 2.1, 1.8]",Make picture our myself far despite while.
Pamela Barnes,qnguyen@example.com,6/15/1967,,Engineering,2/11/1966,TRUE,1048,"[3.1, 3.8, 4.9, 1.9, 2.7]",
Tyler Guerrero,heidi27@example.com,6/22/2000,36198.66,HR,2/19/1991,FALSE,1035,"[3.8, 2.0, 4.6, 1.7]",
David Carter,pamelapatton@example.org,10/31/1997,68596.75,Marketing,5/25/1979,FALSE,1077,"[2.7, 2.0]",Energy fish hot kind human treatment.
Nicholas Morgan,parkerrobert@example.net,11/27/1970,43383.43,Support,1/12/1973,TRUE,1042,"[4.0, 2.4, 4.1, 3.1]",Deal personal way party form painting after.
Rebekah Davis,rhonda81@example.net,12/3/1962,55204,Sales,9/30/1961,TRUE,1016,"[1.5, 3.3, 4.6, 3.6, 1.8, 3.8]",Decision movement world study how responsibility face.
James Gutierrez,shelbyjohnson@example.org,5/28/1995,95589.48,Marketing,8/14/1984,FALSE,1097,"[3.1, 1.6, 1.5]",May social amount executive.
Mark Watts,nelsondavid@example.com,2/29/2004,136990.4,Finance,4/28/1991,FALSE,1057,"[4.6, 1.3]",Capital scientist establish be available reveal.
Jennifer Smith,codychapman@example.com,10/16/1972,90464.33,HR,1/16/1968,FALSE,1089,"[2.2, 4.8, 1.2]",Teacher size interesting sea few learn between wide.
Jamie Jordan,tammyhoffman@example.com,12/5/1978,127744.02,Sales,10/13/1957,TRUE,1021,"[4.0, 2.5, 4.1, 2.6, 2.1]",Media him year road week several research.
Kenneth Johnson,sergiowoods@example.org,4/26/2003,56136.93,Support,8/28/2005,FALSE,1064,"[2.0, 4.4, 2.2, 2.1, 1.5, 1.9]",Forward special wish believe college.
Katherine Wright,richardmassey@example.net,2/17/1998,106753.84,Marketing,11/27/1994,FALSE,1006,"[5.0, 1.8, 1.5]",Arrive management in scientist strong.
Michael George,adamsjason@example.net,10/30/1992,146666.24,Marketing,11/2/1991,FALSE,1092,"[2.6, 3.4, 2.3]",
Emily Pearson,steven78@example.net,2/11/1965,128871.81,Engineering,4/23/1955,TRUE,1032,"[3.1, 4.9]",International back camera add.
Barbara Gonzalez,williamsroger@example.org,3/8/2002,42773.13,Support,10/15/1987,FALSE,1080,"[3.2, 4.3, 1.9, 2.1, 3.3, 4.2]",Maintain see natural human father itself family.
Megan Mills,anne22@example.com,3/7/1995,57806.78,Support,6/15/1978,FALSE,1018,"[1.4, 1.7, 1.7, 4.4, 1.8]",Sort weight he page line.
Gary Francis,frankespinoza@example.com,3/29/1960,107707.71,HR,1/25/1949,TRUE,1022,"[3.7, 1.8, 1.6, 2.7, 2.8]",Indicate change attack with find could.
Kimberly Rivera,weberbrooke@example.org,6/3/1983,116916.83,Engineering,8/18/1985,TRUE,1048,"[1.1, 4.3, 4.1, 3.6, 1.2]",Third general add cover exist treatment international.
Holly Wang,ann31@example.net,12/11/1969,47116.27,Support,10/14/1945,TRUE,1001,"[3.2, 4.3]",Room evidence enjoy bill.
Laurie Miranda,barbara99@example.com,6/25/2001,46707.61,Finance,4/16/1984,TRUE,1039,"[2.9, 2.0, 3.2, 2.1]",Decide able discussion describe upon past century.
Aaron Miller,taylorlindsay@example.com,10/24/2004,,HR,12/10/2002,FALSE,1013,"[4.5, 2.7, 1.0, 1.9, 1.9, 2.5]",Force matter bring nice help history listen.
Joseph Schmidt,stephaniedougherty@example.com,4/18/1969,140602.91,Support,10/11/1954,TRUE,1062,"[5.0, 1.9, 4.8]",Night majority smile rate newspaper itself.
Alexander Diaz,wtownsend@example.net,6/6/1988,70046.97,Marketing,5/14/1987,TRUE,1077,"[1.7, 3.1, 3.4]",Pay then turn course hear.
Whitney Gonzalez,alicia09@example.com,12/3/1981,110072.81,Marketing,8/20/1956,FALSE,1044,"[2.1, 3.0]",Treat trouble me actually.
Matthew May,swilliams@example.net,10/16/1976,138838.16,HR,6/8/1979,TRUE,1099,"[2.3, 2.6, 3.9]",Personal wife statement tell until.
Lynn Henry DDS,johnsonanthony@example.net,12/30/1969,38077.64,Finance,7/24/1953,FALSE,1018,"[2.3, 1.5]",That capital information suffer.
Mark Brown,hodgejoshua@example.org,2/25/2004,89304.78,Sales,4/27/1988,FALSE,1017,"[2.5, 3.2, 3.2]",Scene four public tonight today college worry reveal.
Adrian Beck,qmonroe@example.org,12/29/1963,57613.74,HR,9/2/1940,FALSE,1067,"[4.1, 4.2, 1.9, 1.3, 2.4, 1.8]",Stay may rock base kitchen.
Craig Wagner,cynthiawilkinson@example.org,9/30/1980,86871.16,Engineering,7/19/1978,TRUE,1044,"[4.4, 4.5, 4.3, 2.2]",Night brother letter structure beat.
Anita Hardin,jessicalopez@example.net,3/19/2002,146618.35,Sales,1/27/1994,TRUE,1028,"[4.0, 1.5]",Short small design.
Brad Ramsey,kylebecker@example.org,8/9/1968,117969.78,Support,4/17/1952,FALSE,1006,"[3.7, 1.3]",Apply relationship concern cell firm.
Cole Stephenson,tiffanygreen@example.com,7/29/1977,33622.29,Marketing,12/23/1973,TRUE,1031,"[1.0, 4.3]",Majority official give politics.
Mark Decker,herringbrenda@example.org,3/6/1996,86371.77,Engineering,4/5/1975,FALSE,1060,"[3.9, 2.8, 3.6, 1.1, 1.4]",
Wendy Hamilton,jared88@example.net,11/15/1977,102500.83,Engineering,1/14/1958,TRUE,1001,"[4.3, 3.7, 4.5, 3.2, 4.3]",Message decision design end.
Kelly Welch,ltaylor@example.com,11/27/1984,115122.34,Sales,8/11/1980,FALSE,1011,"[2.5, 4.8, 4.0, 2.6, 1.2, 2.6]",Help open almost red picture thank account.
George Wong,lopezmichael@example.org,5/5/1991,102610.01,HR,1/25/1973,FALSE,1040,"[4.3, 1.7, 4.2, 3.6, 1.8]",Control against speak lead office itself human.
Dawn Brooks,timothy64@example.org,7/8/1975,102382.82,Marketing,12/30/1976,TRUE,1036,"[3.2, 1.3, 3.4]",Blue international especially officer or clearly coach.
Kyle Wolfe,stephaniebradley@example.org,5/30/1968,96202.97,Support,9/12/1969,TRUE,1034,"[4.9, 3.3]",Small approach bed society center get.
Joe Hopkins,nicoleturner@example.org,2/19/1972,35481.67,Marketing,9/10/1970,FALSE,1001,"[4.0, 4.8, 3.0, 2.3]",Tax job right child new.
Abigail Moore,ruizgloria@example.net,1/12/1974,45542.03,Support,5/27/1972,FALSE,1052,"[1.4, 4.2, 1.6, 3.3, 2.5, 3.3]",Protect story relationship several benefit campaign several.
Raymond Villanueva,icarlson@example.org,3/6/1983,48184.54,Sales,5/20/1982,TRUE,1091,"[4.5, 4.2, 3.6]",Prove wife agree those concern dog gun.
April Greene,pmelendez@example.org,12/19/1968,145640.08,Finance,5/26/1944,FALSE,1057,"[2.4, 2.4, 4.4]",Could deep itself fund pressure international expect.
Roberto Johnson,zwhite@example.net,10/11/1994,122901,Sales,10/16/1986,TRUE,1078,"[1.3, 1.6, 3.5, 3.0, 4.2, 1.6]",Let bar rather big.
Regina Smith,david86@example.net,7/7/1990,146273.65,HR,11/15/1970,TRUE,1058,"[1.7, 2.2, 1.3, 3.3]",Main whether I.
Elizabeth Green,munozleah@example.com,9/26/1993,115278.6,Sales,11/26/1984,FALSE,1032,"[3.6, 1.6, 1.5, 3.3, 1.2]",Sit Republican such will born condition.
Peter Berg,hernandezmatthew@example.net,9/25/1999,132840.12,Support,9/7/1996,FALSE,1046,"[4.4, 4.8, 2.5, 3.7, 3.0, 2.1]",Culture spend road lawyer any.
Bryan Burns,coxmelissa@example.org,7/16/1988,104473.65,Support,9/20/1988,TRUE,1089,"[1.0, 4.4, 2.2, 1.6, 2.6, 1.3]",Push short age environment fall indicate.
Edward Johnson,howardbenjamin@example.net,7/14/1986,41220.37,Sales,4/4/1968,FALSE,1064,"[1.7, 1.4]",Compare movement call certain management.
Haley Ellis,samanthaberger@example.net,3/15/1995,81973.73,Sales,3/13/1983,TRUE,1040,"[5.0, 2.9, 3.8, 2.9]",Learn baby head chair with point think.
William Miller,roberto02@example.net,1/19/1977,,Engineering,9/17/1958,TRUE,1081,"[2.3, 1.1, 3.4]",Student item bring court.
Eric Palmer,heatherwilliams@example.net,10/3/1991,73379.13,Sales,4/4/1973,TRUE,1006,"[4.5, 4.8, 3.7]",Set join section sing everybody.
